Text,Index
"['一悟', '燒肉']",13
"['嗑', '肉關']",8
"['我們', '一起', '吃']",1
"['謝謝', '分享']",6
"['謝謝', '分享']",1
"['沒有', '走', '錯棚']",5
"['來', '分享', '最近', '全民', '瘋', '義式', '千層', '蛋塔']",11
"['傑里', '麵', '包']",13
"['釜山', '之前', '偷訂', '一個', '當地', '蛋糕', '給江', '驚喜']",17
"['願意', '現場', '取貨', '付款']",9
"['蛋糕', '可愛', '上面', '寫的韓', '文字', '指定']",0
"['還好', '不', '太醜', '上鏡']",5
"['配', '上', '漂亮', '廣安', '大橋', '煙火', '真的', '太漂亮']",4
"['配', '上', '漂亮', '廣安', '大橋', '煙火', '真的', '太漂亮']",9
"['配', '上', '漂亮', '廣安', '大橋', '煙火', '真的', '太漂亮']",11
"['趕', '餓', '行程', '中', '幾次', '記得', '錄抬頭', '影片']",5
"['最後', '放上錄', '失敗', '抬頭', '影片']",17
"['浪漫', '不行', '大', '恭喜']",9
"['浪漫', '不行', '大', '恭喜']",14
"['終於', '看到', '一幕']",0
['浪漫'],3
"['恭喜', '育禎', '美的', '愛情']",0
['恭喜'],9
['恭喜'],1
"['好感', '修成', '正果', '恭喜']",1
"['恭喜', '大哥', '大嫂']",3
"['恭喜', '大哥', '大嫂']",1
['恭喜'],0
['恭喜'],12
['恭喜'],9
['恭喜'],0
"['恭喜', '妳']",0
['太'],1
"['寄出', '明信片', '給我江', '機會', '起來']",9
"['日本', '生', '蠔']",4
"['一次', '週年', '貼', '文來', '代表']",17
"['我們', '一起', '第一個', '約會', '地點', '新竹', '動物園']",17
"['第一年', '約會', '地點', '升級成', '木柵', '動物園']",5
['甜'],4
"['年', '回顧']",0
"['後來', '犯懶', '一個點', '拍照']",5
"['帶', '很多', '道具', '來', '拍照']",17
"['十週年', '努力', '拍', '照片', '必須', '出現', '版面', '上']",17
"['這叫', '週年', '如何是好']",0
"['總共', '翻', '兩台', '手機', '找', '影片', '照片']",2
['東京'],13
"['翻', '翻', '手機', '照片']",5
"['東京', '度過', '生日', '我們', '五週年']",4
"['澳門', '香港']",13
"['宿霧', '長灘', '島']",13
"['喜歡', '到處', '玩耍']",0
"['喜歡', '到處', '玩耍']",11
['厲害'],3
"['偷', '之前', '出遊', '還沒發', '片段', '來開', '個頭']",1
"['偷', '之前', '出遊', '還沒發', '片段', '來開', '個頭']",3
"['原本', '生日', '當天', '發出', '沒趕', '出', '影片', '來']",5
"['獨旅', '真的', '順利']",4
"['妳在', '不', '順利', '勒']",4
"['彷彿', '一起', '遠端', '遊', '河內', '台灣見']",3
"['彷彿', '一起', '遠端', '遊', '河內', '台灣見']",1
"['起飛前', '慶生', '影片', '修完', '發出']",5
"['週末', '見']",4
"['年', '繼續']",4
"['安排', '這趟', '旅行', '順便', '收藏', '清單', '一起', '完成']",4
"['影片', '拍', '拍照', '想', '說來', '做個', '新', '產出']",2
"['快速', '分享', '行程']",17
"['目前', '看', '訂房', '剛好', '時間', '想', '真的', '建議', '安排', '一趟']",9
"['最後', '感謝', '我江', '提議', '答應']",5
"['迷路', '系列', '真的', '失望', '男友', '滿意', '房間']",18
"['迷路', '系列', '真的', '失望', '男友', '滿意', '房間']",4
"['迷路', '系列', '真的', '失望', '男友', '滿意', '房間']",0
"['迷路', '系列', '真的', '失望', '男友', '滿意', '房間']",11
['可愛'],1
"['峴港', '洲際', '陽光', '半島', '度假', '酒店']",11
"['戶外', '桌', '數只', '有桌']",4
"['完全', '此趟', '奢華', '下午茶']",5
"['來', '發現', '價錢', '不太', '一樣', '上面', '打', '價錢', '當天', '價錢']",5
"['還好', '堅持', '來']",9
"['真的', '太美', '充滿', '神秘感', '地方']",0
"['出發', '前', '說', '拍', '一個', '簡單', '影片', '選']",17
"['倒', '漂亮', '不是', '容易']",5
"['峴港', '推', '員', '旅有', '選項', '還在', '想要', '不要']",9
"['拍', '這麼', '想', '挑', '簡單', '哈哈哈哈']",1
['爆'],0
['可愛'],17
"['影片', '讚']",12
"['不要', '這麼', '無奈']",2
"['搭', '年', '順風', '車拍', '好多', '可愛', '慶生', '照']",4
"['第一天', '台南', '行去', '完', '咖啡廳', '說', '一個', '地方', '取花', '年', '生日', '難得', '訂花給', '眼光', '水準', '上', '漂亮', '滿意']",9
"['手錶', '不是', '生日禮物', '一天', '上車', '後座', '拿給', '情人節', '禮物', '記得', '還在', '吵架', '霸氣', '禮物', '直接', '給我', '馬上笑']",5
"['蛋糕', '沒有', '搶到', '客', '製', '化', '名額', '手繪', '插', '旗給', '可愛', '不行']",17
['浪漫'],11
"['柴山', '日落', '漂亮', '好值', '得來']",3
"['柴山', '日落', '漂亮', '好值', '得來']",1
"['萊加', '海景', '第一排', '推薦', '收藏', '起來']",4
"['猻', '物', '咖啡', '共生', '咖啡', '附近', '走路', '抵達', '上柴', '山', '前來', '踩點', '消耗', '時間']",4
"['停好車', '對面', '瑪莎', '咖啡', '柴山館', '還沒', '開幕', '沒想到', '開幕', '這麼', '紅']",2
"['遺忘', '一張', '高雄', '地標', '大樓', '合影']",4
"['完成', '高雄', '想', '住', '清單']",4
"['安排', '一起']",6
"['安排', '一起']",4
"['整體', '入住', '蠻', '舒服']",4
"['還好', '第二', '晚高雄', '住宿', '清單', '中鶴宮', '寓', '一間']",9
"['房間', '不大', '小小的', '可愛']",17
"['選', '吋', '充氣', '充完', '好像', '太巨']",5
"['錄影', '手舉', '酸', '記錄', '起來']",3
"['錄影', '手舉', '酸', '記錄', '起來']",1
"['妹妹', '真', '美']",1
"['髮型', '不錯']",3
"['連假', '臨時', '找', '民宿', '路口', '百年', '古蹟', '兌悅門', '漂亮']",11
"['跟江', '隨便', '點的', '三道', '好吃']",9
"['總結', '優', '加入', '清單']",4
"['來', '更新', '年', '生日', '遊']",5
"['這間', '那趟', '台南', '行', '喜歡', '咖啡廳']",11
"['釜山', '玩']",11
"['搭', '遊艇', '出海', '配', '上', '廣安', '大橋', '實在太', '出片']",9
"['服務', '人員', '幫忙', '拍照', '拍', '不錯']",17
"['傍晚', '晚上', '煙火', '看']",11
"['江', '大哥', '還說', '這有', '舊金山', '金門大橋', '既視感']",9
"['江', '大哥', '還說', '這有', '舊金山', '金門大橋', '既視感']",5
"['訂', '得到']",6
"['訂', '得到']",4
['請收'],4
"['大愛', '釜山']",0
"['釜山', '膠囊', '海岸', '列車', '必', '拍', '視角']",11
"['最後', '附上', '走', '拍到雙', '列車', '路線圖']",4
"['最後', '附上', '走', '拍到雙', '列車', '路線圖']",11
"['自己', '超有', '誠意']",4
"['自己', '超有', '誠意']",17
"['羞到', '不行', '算是', '大', '突破', '深夜', '發出']",5
"['喜歡', '旁白']",1
['厲害'],4
"['看', '完好', '想']",0
"['我們', '阿楨', '太', '厲害']",0
['專業'],12
['專業'],0
"['旁白', '音']",0
['厲害'],0
"['釜山', '膠囊', '列車', '訂票', '攻略']",11
"['下', '一篇', '再來', '分享', '必拍', '視角']",11
"['下次', '來', '肯定', '完整', '安排', '一天']",9
"['拋開', '生活', '忙碌', '來', '一趟', '治癒', '之旅']",3
"['拋開', '生活', '忙碌', '來', '一趟', '治癒', '之旅']",1
['用心'],9
"['愛了', '有夠', '詳細']",3
"['愛了', '有夠', '詳細']",9
"['直接', '收藏']",0
"['超超超', '好吃', '大大', '推薦']",3
"['超超超', '好吃', '大大', '推薦']",1
"['集', '所有', '優點', '青年', '旅館', '不得不', '推', '一下']",3
"['集', '所有', '優點', '青年', '旅館', '不得不', '推', '一下']",1
"['來台', '中', '玩', '臨時', '決定', '來', '住', '最後', '一張', '我們', '行李']",17
"['行李', '野太', '可愛']",2
"['勤美', '樓上', '誠星', '青年', '旅館']",11
"['臨時', '起意', '來', '住', '剛好', '這天', '天氣', '超好', '遇到', '漂亮', '日落', '火燒雲']",3
"['臨時', '起意', '來', '住', '剛好', '這天', '天氣', '超好', '遇到', '漂亮', '日落', '火燒雲']",0
"['臨時', '起意', '來', '住', '剛好', '這天', '天氣', '超好', '遇到', '漂亮', '日落', '火燒雲']",1
['可愛'],12
['生日快樂'],0
"['生日快樂', '阿楨']",1
"['生日快樂', '可愛', '育禎']",0
"['生日快樂', '可愛', '育禎']",1
"['太', '可愛', '生日快樂']",0
"['妮妮', '生日快樂']",0
"['結束', '這趟', '江江江江', '生日', '之旅']",4
"['謝謝', '家人', '支持']",1
"['愜意', '地方']",0
"['還好', '喜歡', '黃黃', '綠綠的', '樣子']",9
"['眼前', '景色', '先', '暫時', '忽略']",5
"['大', '推', '這間']",4
"['裡裡', '外外', '放鬆', '莊園']",9
"['真心', '推薦', '來', '放鬆', '身', '心靈']",4
"['精挑細選', '十張', '不夠', '放', '美', '莊園']",9
"['太美', '好像', '國外']",1
"['陳年', '好久好久', '好久', '清單', '求', '大師', '洗版']",9
"['花蓮', '住宿', '先來', '一支']",11
"['葛莉絲', '莊園']",13
['收藏'],1
"['那道', '彩虹']",11
"['國中', '畢', '旅後就', '來過', '花蓮', '海洋公園']",9
"['標', '不到', '地標']",13
"['關於', '江', '年', '生日']",17
"['謝謝', '老闆', '幫', '蛋糕', '送達']",9
"['布丁', '自己', '烤', '級', '吃']",9
"['全部', '滿意', '推薦', '給']",4
"['全部', '滿意', '推薦', '給']",17
"['年', '結束', '貼', '文才', '進入', '年']",5
"['剛好', '比較', '下', '今年', '巨城', '聖誕樹', '好像', '去年', '比較', '漂亮']",5
"['海產', '粥', '蝦子']",11
"['仁德', '一間', '只開', '週末', '更', '讚']",17
"['外面', '字母', '燈會', '隨者', '節慶', '更換', '耶']",17
"['烏龍', '焙茶', '還好', '買', '僅存', '最後', '一個', '檸檬', '二號']",9
"['第', '張以', '穿', '袖套']",0
"['推', '蘋果', '肉桂', '巴斯克']",9
"['標', '不到', '地標']",13
"['秋天', '顏色']",4
"['想', '請問', '包包', '謝謝']",0
"['忠信', '皮鞋']",0
"['大', '過期', '好久']",5
"['還好', '有來', '後來', '歇業']",9
"['想', '拜訪', '無恙', '好久', '加上', '看到', '開放', '落地窗', '位子', '馬上', '預約']",9
"['夏', '日來', '杯', '冰涼', '咖啡', '解個', '渴']",11
"['親愛', '速速', '抵達']",0
"['希望', '順利', '準時', '回來', '不要', '改', '機票', '延後', '唷']",6
"['希望', '順利', '準時', '回來', '不要', '改', '機票', '延後', '唷']",4
"['希望', '順利', '準時', '回來', '不要', '改', '機票', '延後', '唷']",9
"['個人', '喜歡', '一般', '豆腐']",5
"['偏懶', '簡易', '鬼', '新娘']",4
"['完全', '不相干', '萬聖節', '情侶', '裝扮']",5
"['最後', '遇到', '怪', '盜', '基德', '第二個', '影片']",17
"['底下', '顧', '東西', '拍', '影片', '記錄']",4
"['最後', '參加', '完', '勇闖', '猛獸', '島的', '結業證書']",4
"['最後', '參加', '完', '勇闖', '猛獸', '島的', '結業證書']",2
"['黑衣人', '太', '可愛']",5
"['藏鏡', '竟然', '賣', '頭套']",5
"['剩下', '看', '老虎', '獅子', '賞不', '賞臉']",9
"['台灣能', '近距離', '老虎', '獅子', '狒狒', '互動', '一定', '剪個', '影片', '記錄', '下']",11
"['貼文大', '遲到', '想', '記錄', '疫情', '下', '熱鬧', '新竹']",9
"['我們', '比較', '吃', '習慣', '日式', '拉', '麵']",2
"['太', '遲到', '現在', '想', '去年', '聖誕節', '露營', '東西']",5
['喜歡'],1
"['墾丁', '第二天', '住宿']",11
"['陽台', '大小', '剛好']",17
"['當初', '看', '地標', '好少', '房間', '照片', '直接', '做成', '影片', '分享', '給', '拉']",4
"['野餐', '最後']",11
"['看到', '一段', '對話', '好好笑', '上', '字幕']",2
"['愛跟', '我練', '蕭威', '常常', '逗樂', '真的', '好氣', '好笑']",5
"['溫馨', '巧是', '麵', '包店']",2
"['克制', '選', '草蓆', '小', '圓桌']",11
"['當然', '現場', '內用', '環境', '美']",16
"['野餐', '分享', '給有', '興趣', '參考']",4
"['野餐', '分享', '給有', '興趣', '參考']",17
"['更', '詳細', '資訊', '野餐', '官方', '臉書', '看', '私訊', '詢問', '唷']",11
"['雙十', '哈哈哈哈']",2
"['圓', '一個', '京都', '夢']",16
['可愛'],0
['你好'],0
"['提供', '給', '參考']",4
"['小時候', '學過', '直排', '輪', '煞車', '前面', '真的', '不太', '習慣']",2
"['好玩', '買', '一個', '小時', '玩', '流汗']",5
"['外觀', '不', '特別注意', '看', '根本', '想不到', '賣', '米糕']",2
"['陽光', '照進來', '漂亮']",11
"['喜歡', '一般', '麵', '包', '口感']",2
"['小', '橘子', '烏龍', '生', '乳酪', '本人', '可愛', '一顆', '完整', '橘子', '上面', '當然', '蛋糕', '裡面']",17
"['以前', '新店', '超鳥', '不', '生蛋', '畢業', '發達', '起來']",3
"['以前', '新店', '超鳥', '不', '生蛋', '畢業', '發達', '起來']",2
"['我們', '還繞', '一下']",5
"['馥森阪', '治', '泡湯', '外', '必拍', '虹', '聖堂']",4
"['剛到', '現場', '第一印象', '比', '想像', '小']",5
"['我江', '認真', '找', '角度', '說', '左邊', '一點', '右邊', '一點']",5
"['再來', '分享', '喜歡', '環節']",11
"['原本', '沒有', '加價', '下午茶', '善變', '改變', '決定']",5
"['再來', '分享', '筆記', '起來']",4
"['我們', '湯屋', '進入', '泡湯', '區前', '高低', '落差', '高', '看', '影片', '出', '不', '知道', '每間', '地', '滑', '走動', '時要', '小心']",2
"['分享', '給想']",4
"['約', '點的', '時段', '白天', '夜晚', '一起', '擁有']",4
"['我們', '坐', '二樓', '側邊', '位子', '天氣', '好看', '出去', '舒服']",11
"['水相', '跟江', '高中', '剛', '一起', '不久', '來']",17
"['最高分', '給他', '麵', '包', '續', '戰鬥力', '變弱']",5
"['拍', '起來', '真的', '可愛', '來', '韓國', '一趟']",16
"['好像', '失心', '瘋點', '好多']",17
['超熱'],3
['超熱'],2
"['還沒', '去過', '台北', '店', '先來', '台中店']",2
['漂亮'],1
"['距離', '上', '一次', '來', '富錦', '街', '年']",16
"['結束', '前來', '開心']",16
"['很多', '小房子', '漆成', '綠色', '搭配', '綠色', '遮雨棚']",16
"['天氣', '坐在', '戶', '外來', '杯', '咖啡', '曬', '曬太陽', '舒服']",4
"['微', '解封', '後來', '拜訪', '中壢', '火紅']",3
"['喜歡', '這家', '肉桂', '捲', '外帶', '時', '吃', '喜歡']",0
"['那天', '神神祕祕', '跟江', '說', '帶', '來', '回憶', '長灘', '島', '我們', '住', '飯店', '長灘', '島', '唯一', '高爾夫', '飯店']",4
"['我們', '來', '喝', '下午茶', '順便', '看看', '有錢人', '休閒', '娛樂']",17
"['真的', '視感']",11
"['窗戶', '看', '出去', '凡爾賽宮', '後花園']",16
"['圖', '自行', '想像']",17
"['一間', '位', '彰化', '埔心', '鄉', '需要', '先臉', '書', '預約', '咖啡廳']",11
"['抵達', '通知', '店家', '下樓', '接', '搭', '貨梯', '上樓', '真的', '特別']",2
"['擺滿', '老闆', '蜜月', '回憶', '冰島', '雜誌', '江', '回味', '冰島', '一趟', '邊看邊', '分享', '冰島', '回憶']",17
"['喜歡', '位置', '角度']",4
"['抉擇', '不', '出', '只好', '放上來']",17
"['一夥人', '一起', '住', '木屋', '裡好', '好玩', '適合', '家庭', '團體']",17
"['教練', '相機']",5
"['第一次', '划', '獨木舟', '緊張', '興奮', '幸好', '天氣', '給力', '順利', '活動', '內容', '時長', '比', '想像中', '耶']",17
"['真的', '充滿', '回憶']",1
"['拖延', '症', '拖', '五個', '月', '終於', '來清', '庫存']",17
"['影片', '記錄', '起來', '原音', '呈現', '平常', '剪', '影片', '素材']",17
"['影片', '記錄', '起來', '原音', '呈現', '平常', '剪', '影片', '素材']",11
"['先存', '起來', '等', '疫情', '結束']",16
"['黑白', '那張', '好好看']",1
['可愛'],0
"['終於', '更新', '四月', '台東']",2
"['記得', '那天', '偷偷', '訂', '蛋糕', '吃飯', '前請', '江載', '拿', '遲到', '他們', '順利', '蛋糕', '交給', '櫃台', '人員', '發現']",17
"['真', '可愛']",19
"['打擾', '請', '幫', '留意', '私訊']",1
"['咖啡廳', '碰面', '看到', '帶', '一大', '袋', '東西']",5
"['原來', '前一天', '手作', '蛋糕']",16
"['我們', '帶著', '蛋糕', '跑', '半天', '當然', '借', '冰箱', '冰起來']",5
"['拍', '火紅', '落日', '燈', '拍', '一角']",2
"['可愛', '開放式', '小廚房', '冇', '二樓']",4
"['看', '出去', '紅紅綠綠的', '景色', '漂亮', '上下', '樓梯', '小', '驚喜']",11
"['喜歡', '冇', '蘋果派', '溫溫', '熱熱', '太甜']",11
"['喜歡', '冇', '二樓', '窗邊', '國中', '家政', '教室']",5
"['看', '出去', '綠樹', '光照', '進來', '特美']",11
['好美'],0
"['塞車', '到過', '將近', '兩個', '月']",2
"['偶爾', '鬧個', '小', '脾氣']",5
['可愛'],0
['模範'],0
"['結束', '宜蘭', '之旅', '晚上', '不', '知道', '不想', '快', '回家', '起', '意來', '仙境']",4
"['結束', '宜蘭', '之旅', '晚上', '不', '知道', '不想', '快', '回家', '起', '意來', '仙境']",17
"['說', '很久沒', '高', '一點', '下次', '來']",4
"['嗨', '嗨', '謝謝您', '光臨', '希望', '玩', '開心', '方便', '請', '商家', '仙境', '給', '我們', '五', '評價', '鼓勵', '唷', '感激不盡']",6
"['白色', '沙發', '軟', '不', '知道', '坐', '比較', '舒服', '有人', '懂嗎']",2
"['進來', '逗', '走', '竟然', '沒有', '點完', '咖啡', '馬上', '找', '喜歡', '位子', '陽光', '更加', '異國', '感']",16
"['好美', '風格', '適合', '我們', '家', '飾品', '私訊', '我們', '成為', '品牌', '大使']",1
"['寫', '咖啡店', '部落', '格', '業配', '會接', '不', '完']",2
"['莢', '麵', '包離', '呆', '宅', '近', '加上', '沒有', '公休', '錯過']",17
"['服務員', '親切', '麵', '包', '每個', '好吃']",16
"['看', '等', '可蔥', '出爐', '也點', '一個', '上面', '滿滿的', '蔥', '好酷', '熱騰騰', '的剛', '出爐', '現吃', '口感', '特別', '耶', '江一咬頻', '點頭']",2
"['出發', '前一天', '臨時', '決定', '訂', '蛋糕', '謝謝', '老闆', '幫', '做出', '想要', '樣子', '太', '喜歡']",0
"['愛', '共用', '區域', '沒人', '完全', '假想', '自己', '家', '供應', '氣泡', '水想', '喝', '多少', '完全', '自己', '裝']",5
"['再來', '溫度', '手', '做', '健康', '早餐', '配', '上', '窗外', '池', '樹木', '美景', '完全', '愜意', '舒服', '早晨']",16
"['白天', '夜晚', '呆', '宅', '美']",11
"['第一天', '入住', '碰到', '陰天', '查', '隔天', '早上', '十點', '前', '陽光', '起', '一大', '早來', '拍照', '陽光', '透進來', '更美', '圖']",17
"['最後', '一張', '呆', '宅', '房型', '明顯', '喜歡', '哪間', '下次', '機會', '再來']",5
"['檸檬', '貝果', '好吃']",6
"['花', '写真', '生日', '標配', '一束花', '給', '自己']",4
"['忙碌', '三月', '終於', '尾聲', '整理', '生日', '當天', '照片']",2
"['想', '彼刻', '陽台', '用餐', '想', '久']",16
"['生日蛋糕', '原本', '想', '江', '自己', '找', '還教', '找', '實在', '只好', '丟想', '吃', '久', '碰壁', '階段', '甜點', '給他']",4
"['一樣', '給江訂', '不要', '知道', '什麼']",2
"['九族', '最後', '一發', '花', '一點', '時間', '弄出來', '影片', '修修改改', '終於', '卡關', '音樂', '換了', '一首歌', '好像', '配得', '上', '影片', '好像', '櫻花', '太', '茂盛', '失幀', '紀錄', '一下', '快樂', '一天', '偽', '日本', '之旅']",4
"['九族', '最後', '一發', '花', '一點', '時間', '弄出來', '影片', '修修改改', '終於', '卡關', '音樂', '換了', '一首歌', '好像', '配得', '上', '影片', '好像', '櫻花', '太', '茂盛', '失幀', '紀錄', '一下', '快樂', '一天', '偽', '日本', '之旅']",5
"['九族', '最後', '一發', '花', '一點', '時間', '弄出來', '影片', '修修改改', '終於', '卡關', '音樂', '換了', '一首歌', '好像', '配得', '上', '影片', '好像', '櫻花', '太', '茂盛', '失幀', '紀錄', '一下', '快樂', '一天', '偽', '日本', '之旅']",17
"['整個', '笑']",2
"['當然', '順便', '完成', '清單', '晚餐', '阿爸', '食堂', '三合院', '裡吃', '晚餐', '來', '幾乎', '環完', '日月潭', '喜歡', '是紅', '龜', '粿', '特別', '開始', '很甜', '完全', '要臉', '書', '提前', '預約', '唷', '有來', '日月潭', '安排', '進來', '唷']",4
"['當然', '順便', '完成', '清單', '晚餐', '阿爸', '食堂', '三合院', '裡吃', '晚餐', '來', '幾乎', '環完', '日月潭', '喜歡', '是紅', '龜', '粿', '特別', '開始', '很甜', '完全', '要臉', '書', '提前', '預約', '唷', '有來', '日月潭', '安排', '進來', '唷']",17
"['當然', '順便', '完成', '清單', '晚餐', '阿爸', '食堂', '三合院', '裡吃', '晚餐', '來', '幾乎', '環完', '日月潭', '喜歡', '是紅', '龜', '粿', '特別', '開始', '很甜', '完全', '要臉', '書', '提前', '預約', '唷', '有來', '日月潭', '安排', '進來', '唷']",0
"['連假前', '囔囔', '九族', '原本', '連假會', '拒絕', '還好', '沒有', '碰到', '塞車', '晚', '一點', '時間', '抵達', '幸好', '連假', '第一天', '沒有', '碰到', '中午', '封園', '九族', '櫻花', '祭', '真的', '好美', '滿滿', '大片', '一天', '偽', '日本', '感吶']",16
"['割', '雙眼皮']",2
"['情境', '開始', '坐', '兩', '旁邊', '後來', '要求', '靠近', '一點', '再來', '用到', '帽子', '整理', '頭髮', '換我', '自己', '拍']",5
"['哈囉', '私訊']",1
"['很少', '爬', '起床', '吃', '早', '午餐', '這間', '完全', '吸引', '知道', '台', '中', '最後', '營運', '趕快', '預約', '最後', '一天', '來', '報到', '好愛他', '現在', '想到', '流口水', '烘蛋', '特別']",17
"['很少', '爬', '起床', '吃', '早', '午餐', '這間', '完全', '吸引', '知道', '台', '中', '最後', '營運', '趕快', '預約', '最後', '一天', '來', '報到', '好愛他', '現在', '想到', '流口水', '烘蛋', '特別']",16
"['很少', '爬', '起床', '吃', '早', '午餐', '這間', '完全', '吸引', '知道', '台', '中', '最後', '營運', '趕快', '預約', '最後', '一天', '來', '報到', '好愛他', '現在', '想到', '流口水', '烘蛋', '特別']",0
"['機會', '高雄', '拜訪']",16
"['天江', '看到', '日本', '同學', '手勢', '比給', '看', '可愛', '愛', '必須', '紀念']",5
"['挑', '一天', '天氣', '淡水', '走走', '喜歡', '天氣', '淡水', '塞', '路上', '每個', '停車場', '碰壁', '好不容易', '發現', '巷子', '裡的', '停車場', '先', '小時', '多少', '停', '太陽', '下山', '這麼', '跟江', '說']",16
"['挑', '一天', '天氣', '淡水', '走走', '喜歡', '天氣', '淡水', '塞', '路上', '每個', '停車場', '碰壁', '好不容易', '發現', '巷子', '裡的', '停車場', '先', '小時', '多少', '停', '太陽', '下山', '這麼', '跟江', '說']",5
"['太陽', '下山']",5
"['綠境', '撲空', '後來', '好久', '沒來', '外', '帶到', '公園', '進行', '小型', '野餐', '外帶', '麵', '包', '太']",17
"['照片', '多']",5
"['感謝', '江幫', '送', '蛋糕', '來', '訂位', '三位', '很怕', '破功', '只好', '說', '找', '一起', '吃飯', '要端', '蛋糕', '進來', '叫江', '幫', '錄影', '聊到', '忘記', '還好', '一切順利', '歡笑', '中', '度過']",3
"['感謝', '江幫', '送', '蛋糕', '來', '訂位', '三位', '很怕', '破功', '只好', '說', '找', '一起', '吃飯', '要端', '蛋糕', '進來', '叫江', '幫', '錄影', '聊到', '忘記', '還好', '一切順利', '歡笑', '中', '度過']",5
"['比薩', '部分', '口味', '雙拼', '滿足', '想', '吃']",17
"['這合', '圖合', '張去', '一半', '勤勞', '多']",16
"['剛好', '拍', '客人']",17
"['精簡', '剪', '好久', '最長', '影片', '自己', '生日', '發佈', '其實', '江', '做', '一個', '給我', '看', '結合', '想法', '監製']",5
"['精簡', '剪', '好久', '最長', '影片', '自己', '生日', '發佈', '其實', '江', '做', '一個', '給我', '看', '結合', '想法', '監製']",2
"['精簡', '剪', '好久', '最長', '影片', '自己', '生日', '發佈', '其實', '江', '做', '一個', '給我', '看', '結合', '想法', '監製']",17
"['我們', '前', '兩組', '可愛', '妹妹', '相機', '幫', '我們', '拍照']",17
"['賣', '鹹', '食', '沒賣', '咖啡', '唷']",5
"['我們', '選', '戶外', '天氣', '坐', '戶外']",17
"['江', '生日', '自己', '在過', '阿里山', '完全', '自己', '想來', '生日', '生日', '生日', '生日']",5
"['這間', '真的', '算新', '房間']",2
"['特別', '房間', '很小', '但床', '很大']",5
"['吃', '學生', '時期', '校外', '教學', '早餐', '挺', '懷念']",17
"['難吃', '太', '早起', '看', '完', '日出', '特別', '餓']",17
"['個人', '入住', '心得', '分享', '給', '尋找', '阿里山', '住宿', '你們']",4
"['知道', '看不到', '日出', '沒有', '偷懶', '四點', '爬起來', '體驗', '小', '火車', '上山', '看', '日出', '阿里山', '必備', '行程', '阿里山', '車站', '看到', '早起', '興致勃勃', '不累']",17
"['日出', '山', '擋住', '隙', '縫', '光', '美']",11
"['天氣', '比', '預想', '很多', '滿足']",16
"['一早', '呼吸', '新鮮空氣', '讚', '尤其', '車子', '不能', '開進', '森林', '裡']",4
"['上', '阿里山', '前', '先來', '山腳下', '淺', '山房']",4
"['客人', '剛從', '阿里山', '下', '平地', '比', '高山', '還冷']",2
"['法國', '塞納河畔', '旁', '英國', '彩色', '屋']",17
"['巴黎', '塞納河畔', '旁', '吃', '蕎麥', '薄餅']",2
"['飯店', '第一件', '事', '送禮物', '期待', '環節', '偏懶', '沒有', '準備', '東西', '連', '禮物', '盒', '出發', '前', '幾天', '網路', '亂', '找', '圖', '裝飾', '原本', '想要', '送', '包裹', '樣子', '呈現', '最後', '出現', '禮物', '本人', '看江笑', '開心', '滿意', '提前', '一天', '拿', '禮物', '外還', '不', '忘', '生日', '當天', '再給', '一個', '小', '禮物', '驚', '不', '驚喜', '意', '不', '意外']",17
"['難以', '言喻', '一家', '店']",2
"['走', '懷舊', '復古', '風格', '喫', '茶店']",2
"['照片', '美', '想以', '作品', '作為', '代表', '餐廳', '照片', '分享', '及其', '相關', '平台', '粉絲', '頁', '我們', '清楚', '標註', '帳號', '期待', '回覆', '謝謝']",1
"['畫面', '好美']",0
"['北海岸', '之旅', '好像']",18
"['北海岸', '之旅', '好像']",4
['浪漫'],0
"['棒', '影片']",18
"['棒', '影片']",4
['讚'],18
['讚'],4
"['那天', '要離', '開時', '另一組', '客人', '說', '網路上', '山巴', '推薦', '拍攝角度', '參考']",17
"['不', '小心', '選中', '一個', '陡', '樓梯', '爬上來']",2
"['幸好', '沒有', '下雨', '坐', '戶外']",16
"['最後', '私心', '放上', '江拍', '認真', '拍照', '好像', '蠻', '好看']",5
"['您好', '小編', '喜歡', '這則', '貼文', '照片', '請問', '可否', '授權', '照片', '分享', '我們', '平台', '我們', '標記', '帳號', '噢', '期待', '回覆', '謝謝']",4
"['不太會', '單眼', '這組', '照片', '算是', '拍得', '蠻', '用力']",17
"['原本', '換', '先', '幫江', '搶', '現貨', '想', '趕快', '換', '一個', '禮拜', '喜歡', '顏色', '釋出']",5
"['江', '幫', '原本', '買', '升級成']",5
"['硬派', '關東', '橋開', '分店', '本店', '都還沒', '去過', '直接', '來']",17
"['那天', '下午', '出門', '不', '知道', '江帶', '囔囔', '後面', '三張', '江', '練習', '拍', '穿', '搭照']",17
"['薄片', '吃', '起來', '不像', '外面', '很薄', '偏', '口感', '自己', '愛', '我們', '點了', '一甜', '鹹', '甜', '蜜餞', '番茄', '意外', '好吃', '蜜餞', '竟然', '成為', '比薩', '口味', '鹹', '鹽', '烤', '六', '両', '愛', '松', '阪', '豬', '吃', '起來', '客家菜', '感', '好吃']",5
